Year,Survey,LocationDesc,DataSource,Topic,Question,StratificationCategory,Stratification,DataValueUnit,DataValue,LowCI,HighCI,Footnote1,Footnote2,Footnote3,Footnote4,TopicID,QuestionID,Median,Minimum,Maximum
2021,State,Idaho,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,11.7,9.1,15.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Illinois,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,17.6,15.6,19.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Illinois,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,23.6,21.3,26.2,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Illinois,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,11.6,9.3,14.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Pennsylvania,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,17.4,15.1,20.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Pennsylvania,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,21.9,19.0,25.1,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Pennsylvania,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,12.8,9.9,16.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Indiana,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,15.2,12.7,18.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Indiana,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,22.1,17.6,27.3,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Indiana,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,8.6,6.4,11.4,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Iowa,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,18.8,16.5,21.3,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Iowa,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,24.9,22.2,27.7,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Iowa,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,12.3,10.6,14.3,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Rhode Island,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,12.0,10.2,14.2,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Rhode Island,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,14.2,11.4,17.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Rhode Island,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,10.2,7.8,13.2,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Kansas,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,17.1,14.9,19.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Kansas,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,21.2,17.2,25.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Kansas,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,13.0,10.4,16.2,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Louisiana,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,18.7,13.7,24.9,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Louisiana,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,20.8,13.0,31.7,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Louisiana,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,16.2,11.8,21.9,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,South Carolina,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,14.0,10.7,18.1,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,South Carolina,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,15.1,10.8,20.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,South Carolina,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,12.5,9.2,16.7,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Tennessee,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,17.4,15.5,19.4,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Tennessee,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,22.6,19.1,26.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Tennessee,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,11.6,9.5,14.2,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Vermont,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,17.5,16.9,18.1,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Vermont,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,21.9,21.1,22.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Vermont,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,13.1,12.4,13.9,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Massachusetts,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,14.1,12.7,15.6,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Massachusetts,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,17.1,15.4,18.9,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Massachusetts,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,10.7,8.7,13.1,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Virginia,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,12.1,9.8,14.9,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Virginia,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,16.8,13.5,20.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Virginia,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,7.3,5.4,9.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,West Virginia,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,20.6,14.9,27.9,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,West Virginia,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,27.6,19.4,37.7,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,West Virginia,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,14.2,8.8,22.1,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Wyoming,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Wyoming,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Wyoming,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Michigan,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,16.9,15.1,18.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Michigan,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,22.3,19.6,25.3,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Michigan,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,11.5,9.3,14.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Montana,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,16.4,15.2,17.7,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Montana,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,21.8,19.8,24.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Montana,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,10.9,9.8,12.2,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,New Hampshire,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,21.8,20.9,22.7,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,New Hampshire,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,28.7,27.3,30.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,New Hampshire,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,14.9,13.9,16.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,New Jersey,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,15.4,10.8,21.4,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,New Jersey,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,19.0,11.9,29.2,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,New Jersey,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,10.5,6.9,15.7,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,New York (Excluding New York City),YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,18.0,13.8,23.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,New York (Excluding New York City),YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,22.3,14.6,32.4,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,New York (Excluding New York City),YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,12.3,9.0,16.6,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Oklahoma,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,15.7,13.8,17.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Oklahoma,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,20.9,16.9,25.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Oklahoma,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,10.8,8.3,14.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,South Dakota,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,17.4,15.5,19.6,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,South Dakota,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,22.4,16.5,29.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,South Dakota,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,13.0,9.5,17.6,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Texas,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,11.9,9.6,14.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Texas,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,14.5,11.6,17.9,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Texas,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,9.3,6.9,12.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Utah,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,16.5,14.1,19.3,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Utah,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,21.4,17.7,25.6,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
2021,State,Utah,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,11.9,9.6,14.6,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,State,Wisconsin,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,16.1,13.7,18.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,16.1,9.7,21.8
2021,State,Wisconsin,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,21.7,18.3,25.6,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,20.8,12.6,28.7
